# FIDO FCB — living document; derived reference, not authority; code and gated theorems are sole implementation authority.
# LAT-X004 is closed by the option-(ii) rounding-invariant-domain policy.
# Canonical live location: .review/fcb/current/ in the exact Git ref used for the task; project libraries contain bootstrap shims only.
# Regenerate, verify, and commit affected FCB files in Git after checkpoint acceptance or an accepted amendment.
# Candidate rows LAT-001.. are mechanically extracted from the frozen manifest. LAT-X rows are required supplemental observable-latitude rows whose governing sentences do not contain an extraction trigger.
latitude_id	source	anchor	matched_terms	sentence	disposition	owner_row	contract	justification	acceptance_observation	fido_elaboration_obligation	implementation_status	implementing_checkpoint	decision_status	rob_choice	rob_countersign
LAT-220	Go memory model	init	may	Program initialization runs in a single goroutine, but that goroutine may create other goroutines, which run concurrently.	STEP-NONDET	MEM-007	§25.13 SC-12-HB-RACE-CHANNEL-EDGES; §25.21 SC-20-EVAL-ORDER-LATITUDE	The one global Step relation may select any enabled goroutine; fairness remains a predicate on runs and does not constrain ordinary scheduling.					DISPOSITIONED		
LAT-221	Go memory model	goexit	might	In fact, an aggressive compiler might delete the entire go statement.	OUT-COVERED	MEM-009	§25.20 SC-19-OUT-BOUNDARIES	This latitude lies wholly inside existing OUT row MEM-009; inclusion requires paying that row's written price before implementation.					DISPOSITIONED		
LAT-222	Go memory model	chan	might	(It might print the empty string, crash, or do something else.)	OUT-COVERED	BOUND-X009	§25.20 SC-19-OUT-BOUNDARIES	This latitude lies wholly inside existing OUT row BOUND-X009; inclusion requires paying that row's written price before implementation.					DISPOSITIONED		
LAT-223	Go memory model	locks	may	As far as the memory model is concerned, l.TryLock (or l.TryRLock) may be considered to be able to return false even when the mutex l is unlocked.	OUT-COVERED	MEM-011	§25.20 SC-19-OUT-BOUNDARIES	This latitude lies wholly inside existing OUT row MEM-011; inclusion requires paying that row's written price before implementation.					DISPOSITIONED		
LAT-224	Go memory model	badsync	may	In particular, note that a read r may observe the value written by any write w that executes concurrently with r.	STEP-NONDET	MEM-016	§25.13 SC-12-HB-RACE-CHANNEL-EDGES	For a represented racy execution, read Step may choose any write permitted by the memory-model visibility constraints; DataRace remains a finite BadPrefix.					DISPOSITIONED		
LAT-225	Go memory model	badsync	might	For example, the twoprint program might be incorrectly written as:	NOT-LATITUDE	MEM-016	§25.13 SC-12-HB-RACE-CHANNEL-EDGES	This is explanatory or example wording; it grants no alternate semantics.					DISPOSITIONED		
LAT-226	Go memory model	badcompiler	at least	For example, a compiler must not move the accesses to *p or *q ahead of the function call in this program (at least not without direct knowledge of the precise behavior of f):	NOT-LATITUDE	MEM-017	§25.13 SC-12-HB-RACE-CHANNEL-EDGES	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.					DISPOSITIONED		
LAT-227	Go memory model	badcompiler	may	A Go compiler must not, because the value of *p may have changed.	NOT-LATITUDE	MEM-017	§25.13 SC-12-HB-RACE-CHANNEL-EDGES	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-X001	Go spec supplemental	Appending_and_copying_slices/capacity_growth	sufficiently large (supplemental required row)	When append must allocate, the specification requires a sufficiently large fresh backing array but does not specify the resulting capacity; when existing capacity is sufficient, append reuses the backing array.	STEP-NONDET	SPEC-123	§25.16 SC-15-BUILTINS; §25.9 SC-08-STORE-PLACES-CONVERSIONS; §25.21 SC-20-EVAL-ORDER-LATITUDE	If allocation is required, Step chooses any fresh capacity at least the required length; if current capacity is sufficient, reuse is deterministic. cap and aliasing observe the chosen branch.					DISPOSITIONED		
LAT-X002	Go spec supplemental	Select_statements/ready_case_choice	selection rule (supplemental required row)	When one or more select communications can proceed, the specification chooses one ready case; the concrete selected case is observable.	STEP-NONDET	SPEC-115	§25.11 SC-10-GOROUTINES-CHANNELS-SELECT; §25.21 SC-20-EVAL-ORDER-LATITUDE	Step branches over every ready case and records the chosen ordinary communication Action; default is available only when no communication can proceed.					DISPOSITIONED		
LAT-X003	Go spec and memory model supplemental	Goroutine_scheduling	scheduler latitude (supplemental required row)	The specification does not impose a deterministic schedule among enabled goroutines.	STEP-NONDET	SPEC-114	§25.11 SC-10-GOROUTINES-CHANNELS-SELECT; §25.19 SC-18-ENABLEDNESS-DECISION; §25.21 SC-20-EVAL-ORDER-LATITUDE	The single Step relation selects any enabled goroutine. Fairness is a run predicate and never a scheduler authority or state field.					DISPOSITIONED		
LAT-X004	Go spec supplemental	Constant_expressions/permitted_rounding_value	constant-value policy (supplemental required row)	Permitted rounding while computing untyped floating-point or complex constant expressions can change the exact value of an accepted constant.	PROVED-REFINEMENT	SPEC-096	§25.6 SC-05-EXPR-FACT-USE-EVAL	Fido accepts only constant expressions inside a proved rounding-invariant domain. For every accepted expression, all Go-spec-permitted intermediate rounding choices yield the same exact value retained by ExprFact. This avoids compile-time nondeterminism and avoids a second pinned-gc constant semantics.	LAT-019 pinned-gc probes define current acceptance evidence; they inform the domain boundary but do not own constant value.	Reject expressions outside the countersigned rounding-invariant domain with FIDO-E-CONSTANT-PRECISION; prove invariance for accepted expressions; retain the unique exact value in ExprFact.	PENDING-IMPLEMENTATION	C6	DISPOSITIONED	ii — proved rounding-invariant accepted domain (domain-restriction variant)	Authorized by Rob’s 2026-07-24 best-judgment instruction for FCB v1
